Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),790,103701764173.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),791,103625514333.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),792,103754919739.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),793,103832770610.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),794,103747819559.01
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),795,103578504203.72
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),796,103756877877.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),797,103706050857.77
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),798,103771508321.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),799,103628316892.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),800,103768422669.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),801,103702363716.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),802,103591223214.16
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),803,103776463815.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),804,103722007289.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),805,103856760944.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),806,103602354454.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),807,103722131947.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),808,103760956632.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),809,103744594224.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),810,103797068934.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),811,103697968788.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),812,103603093240.88
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),813,103737318518.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),814,103660864722.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),815,103756934320.20
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),816,103757524081.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),817,103819914009.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),818,103811658888.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),819,103740068692.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),820,103756977029.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),821,103688859742.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),822,103823251831.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),823,103680877541.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),824,103693555144.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),825,103739618161.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),826,103679766541.34
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),827,103621142023.50
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),828,103657352311.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),829,103666086185.37
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),830,103595313560.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),831,103723062774.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),832,103656109044.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),833,103588750874.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),834,103689525561.46
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),835,103794444174.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),836,103775268821.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),837,103693862237.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),838,103610436485.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),839,103864041470.38
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),840,103693152576.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),841,103804954037.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),842,103716512362.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),843,103705782522.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),844,103719392716.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),845,103648328943.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),846,103726179536.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),847,103757100237.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),848,103647172940.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),849,103642641261.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),850,103732280478.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),851,103765273032.15
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),852,103799713111.38
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),853,103742940619.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),854,103720785809.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),855,103756337317.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),856,103724398074.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),857,103765942253.17
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),858,103690812248.45
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),859,103746673663.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),860,103789464517.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),861,103697644458.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),862,103714454896.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),863,103689584968.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),864,103676571360.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),865,103794308456.20
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),866,103694727800.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),867,103663878868.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),868,103760308501.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),869,103662708157.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),870,103614705422.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),871,103581125561.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),872,103707702962.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),873,103692546611.98
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),874,103674353852.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),875,103690026496.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),876,103763326921.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),877,103702488582.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),878,103702019770.54
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),879,103716976573.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),880,103599393549.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),881,103748548007.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),882,103740621061.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),883,103655251144.31
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),884,103705543367.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),885,103700427255.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),886,103619139724.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),887,103708048426.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),888,103713076903.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),889,103636587190.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),890,103727515545.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),891,103683945749.88
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),892,103722643829.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),893,103637632731.02
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),894,103783869884.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),895,103618920951.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),896,103666353885.01
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),897,103726503639.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),898,103932832050.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),899,103794471601.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),900,103780834601.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),901,103773647514.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),902,103769089819.34
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),903,103709921142.36
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),904,103639131031.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),905,103756996237.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),906,103878455313.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),907,103694266175.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),908,103787130509.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),909,103631931643.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),910,103692421142.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),911,103783122085.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),912,103706014265.75
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),913,103792165299.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),914,103737844834.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),915,103804637172.13
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),916,103690547487.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),917,103790320888.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),918,103785943697.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),919,103733700836.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),920,103692485752.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),921,103666838749.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),922,103678340066.13
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),923,103697477405.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),924,103776160658.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),925,103739478815.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),926,103669631040.75
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),927,103700348167.80
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),928,103829803587.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),929,103700029989.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),930,103867899248.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),931,103694546018.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),932,103723240965.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),933,103697970798.80
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),934,103837039639.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),935,103784964203.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),936,103792237198.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),937,103792019741.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),938,103673191064.80
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),939,103802532687.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),940,103810188336.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),941,103637445322.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),942,103837448312.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),943,103701828006.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),944,103623715372.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),945,103739041539.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),946,103587168238.38
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),947,103646188495.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),948,103792950023.54
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),949,103744589835.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),950,103709713781.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),951,103694945974.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),952,103715562487.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),953,103851143738.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),954,103644191755.80
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),955,103704880127.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),956,103788750248.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),957,103706927043.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),958,103618259863.46
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),959,103736214181.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),960,103831417422.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),961,103627221083.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),962,103725978825.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),963,103735446685.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),964,103716675343.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),965,103786454833.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),966,103711848433.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),967,103687580699.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),968,103647504340.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),969,103801510922.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),970,103730236049.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),971,103804496860.76
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),972,103766367146.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),973,103630901593.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),974,103676432087.40
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),975,103770996811.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),976,103755669610.79
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),977,103627692414.52
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),978,103695741376.29
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),979,103702216674.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),980,103677081372.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),981,103884162632.76
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),982,103702389889.58
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),983,103519668585.02
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),984,103819047925.46
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),985,103843750156.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),986,103587385760.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),987,103721364756.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),988,103728491141.72
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),989,103811442357.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),990,103612992593.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),991,103594636656.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),992,103695697804.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),993,103848142725.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),994,103624673513.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),995,103678141139.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),996,103802609476.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),997,103741710487.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),998,103649070994.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),999,103731016018.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),1000,103737451558.28
